propertyValue,nodeIds,numNodes
38604.0,['577549046'],1
38605.0,['135836408'],1
38607.0,['1581062276198850560'],1
38608.0,['1585633377000251392'],1
38610.0,['1591933501846478848'],1
38611.0,['1587291744110272513'],1
38612.0,['1576013664087597056'],1
38613.0,['1586844813319888896'],1
38614.0,['1575767590160719872'],1
38615.0,['1591662331947540481'],1
38617.0,['1578006445857333250'],1
38619.0,['1595018607456837634'],1
38620.0,['1595268888362901505'],1
38621.0,['1591026452300193794'],1
38626.0,['1576454361311764485'],1
38627.0,['1518432495322419200'],1
38628.0,['147895066'],1
38630.0,['1577487899750457350'],1
38631.0,"['27046692', '709468324103454720']",2
38632.0,['294695719'],1
38633.0,['1594692868656226312'],1
38634.0,['46707498'],1
38635.0,"['24163116', '23976724']",2
38636.0,['1411303398935306244'],1
38637.0,['1495052498591436801'],1
38638.0,['1555721666600521729'],1
38639.0,['1530310228990119937'],1
38640.0,['1343087536088858624'],1
38642.0,['870577307898920960'],1
38643.0,['1549388143543341057'],1
38644.0,['1120990622637146112'],1
38647.0,['1354491315837411333'],1
38648.0,['1515668193972736002'],1
38650.0,['2511123296'],1
38651.0,['1458404215232077830'],1
38654.0,['764195736'],1
38656.0,['801682328'],1
38657.0,"['434418589', '2753352558']",2
38661.0,['1465791282761113609'],1
38663.0,['1107693136237740032'],1
38664.0,['1025264744784117760'],1
38668.0,['211596241'],1
38670.0,['845984743'],1
38671.0,['1201693460492894210'],1
38676.0,['1438556144948056064'],1
38678.0,['2305864699'],1
38679.0,['1324974577043214337'],1
38681.0,['1572617064837271554'],1
38683.0,['1162654748'],1
38684.0,['1425005543530270722'],1
38686.0,"['1184083789619683328', '1543537179778904064']",2
38687.0,['1573029049160458240'],1
38688.0,['285520932'],1
38689.0,['467448873'],1
38691.0,['1587218788956528641'],1
38692.0,['1411108008738709505'],1
38693.0,['739264985382019073'],1
38695.0,['56144957'],1
38698.0,['157070412'],1
38701.0,['1480562749516046338'],1
38702.0,['17347668'],1
38703.0,['4800951389'],1
38704.0,['3132929124'],1
38705.0,['905067443705581568'],1
38706.0,['1294642577111748608'],1
38707.0,"['949342710003109888', '1501571955295719428']",2
38708.0,['1266049744482308096'],1
38710.0,['1546998944449925120'],1
38711.0,['1200479112818823168'],1
38713.0,['3796415601'],1
38714.0,['1160140913387212800'],1
38716.0,['4703695999'],1
38717.0,['234927232'],1
38718.0,['1222423682'],1
38720.0,['1597208609473138689'],1
38723.0,['1269745850261147649'],1
38725.0,['1571169953897746433'],1
38726.0,['986202723585593345'],1
38727.0,['956462789480124417'],1
38730.0,"['229946505', '14761655']",2
38732.0,['1501970331195658240'],1
38736.0,['1539529504942612480'],1
38737.0,['1574683439814643714'],1
38739.0,['1573989914659676160'],1
38740.0,['1524873923061506048'],1
38745.0,"['12629172', '19034656']",2
38746.0,"['1310564902420058115', '1140875923501264896']",2
38747.0,['1290198322389684227'],1
38748.0,"['1572380986356162561', '294010776']",2
38749.0,['1448033586586738689'],1
38750.0,['1510824934175563777'],1
38752.0,['1580917069842898945'],1
38754.0,['53261506'],1
38755.0,"['411350213', '14073022']",2
38756.0,['1403974349111975943'],1
38758.0,['1485457368850784258'],1
38759.0,['1457185800311955458'],1
38761.0,['1429807221509087234'],1
38762.0,['2678109396'],1
38764.0,['1579420528238108674'],1
38767.0,['234927321'],1
38770.0,"['1142469860', '600916745', '430620548']",3
38771.0,"['1574131536785543173', '763089615028977664']",2
38773.0,['1487853308303794179'],1
38775.0,['1566775861977780229'],1
38778.0,['335590642'],1
38779.0,['1232576127392256006'],1
38780.0,['1591473604998356996'],1
38781.0,['1373660283890196484'],1
38782.0,"['18658565', '23136887', '53575749']",3
38783.0,"['896081822743789568', '339061487']",2
38784.0,['1587877299478593536'],1
38785.0,['1595863070684741632'],1
38790.0,['1597008744621015041'],1
38791.0,"['1262915436531912712', '2620797474']",2
38794.0,['214480203'],1
38796.0,['1476956143855493127'],1
38797.0,['80000336'],1
38801.0,['1466911735873482752'],1
38807.0,['1487014868142153736'],1
38809.0,"['1334431902233735169', '1034756123432247296']",2
38810.0,"['1413349814516002817', '23502747']",2
38811.0,"['1349529579862568961', '29771447']",2
38812.0,['1479010820076023809'],1
38813.0,['202421616'],1
38814.0,['141342069'],1
38816.0,['1328024410981347330'],1
38817.0,['991381193122775040'],1
38818.0,['1596815996936912896'],1
38822.0,['1558162494132191232'],1
38827.0,['381203860'],1
38830.0,"['1477295049360748547', '4708741935']",2
38831.0,['1416558188640546819'],1
38832.0,['1576344069411831809'],1
38835.0,['861151867853733889'],1
38837.0,['1573361203618906113'],1
38838.0,['894542392627429377'],1
38840.0,['1574729843534594049'],1
38841.0,['752550798786166785'],1
38842.0,['4369986987'],1
38843.0,['547665328'],1
38845.0,['2500638134'],1
38846.0,['1593047273994608641'],1
38847.0,['1550255362435055618'],1
38848.0,['1098228509594406912'],1
38850.0,['1270259763176067072'],1
38852.0,['594064842'],1
38853.0,['1568746578415845376'],1
38855.0,"['703378898', '17719694']",2
38857.0,['1274670259186749441'],1
38858.0,['1585582669785858048'],1
38859.0,['1267519775367811073'],1
38860.0,['1220687728460746753'],1
38861.0,['109098456'],1
38863.0,['1493698125659320326'],1
38864.0,"['19445224', '302149462']",2
38867.0,['2649535994'],1
38868.0,['1470487747387404296'],1
38869.0,['353154587'],1
38874.0,['1571840338251087879'],1
38875.0,"['2365896248', '945018037333299200']",2
38876.0,['1018494717250686976'],1
38878.0,['943878424631889920'],1
38879.0,['3550000701'],1
38880.0,['543209022'],1
38882.0,['1658893885'],1
38884.0,['1040281549550309376'],1
38885.0,['588822085'],1
38886.0,['2887038538'],1
38889.0,['868180938152398849'],1
38890.0,"['3415520854', '398826308']",2
38891.0,['470857299'],1
38892.0,['91272792'],1
38893.0,['2420684377'],1
38897.0,['954604512873914368'],1
38899.0,['113555070'],1
38903.0,['1135934804162039808'],1
38904.0,['1325261118353231872'],1
38905.0,['1239888302808813568'],1
38908.0,['881693385592983552'],1
38909.0,['1003940957975269376'],1
38911.0,['1293212615980666881'],1
38913.0,['1062901216127012865'],1
38914.0,['1542066472520122368'],1
38915.0,['1234410391620341763'],1
38916.0,['968302800907063298'],1
38918.0,['961840154909396994'],1
38923.0,['1248872897264799747'],1
38924.0,['1225799223808937987'],1
38925.0,['1187019554393739269'],1
38926.0,['1211562350169346053'],1
38928.0,"['66369181', '1424051317249564675']",2
38929.0,['892052699725746182'],1
38930.0,['1268561979750273030'],1
38931.0,['1574263369779249153'],1
38932.0,['1206307447503089664'],1
38936.0,['1142653836105904128'],1
38937.0,['1507919330599530496'],1
38941.0,"['1382634370876338176', '1264496913694420993']",2
38944.0,['1522136012595789826'],1
38945.0,"['1378862614491537411', '18408045']",2
38951.0,"['1690613467', '1365669321138184193']",2
38952.0,['1405959056750047235'],1
38954.0,['1156056802708135936'],1
38955.0,['1571437557770067968'],1
38960.0,['1586016843852128256'],1
38961.0,['1518916447917023232'],1
38962.0,['1549984530597126144'],1
38966.0,['1395912200653611009'],1
38968.0,['1577639539669180417'],1
38969.0,['1411814453163827201'],1
38970.0,['499431181'],1
38972.0,['1504113470689538053'],1
38973.0,['1534251517246676994'],1
38974.0,['1270247091105722373'],1
38978.0,['832991107122360320'],1
38979.0,['572307233'],1
38981.0,['1558204685953245186'],1
38982.0,['84195118'],1
38984.0,['2808919858'],1
38986.0,['110409528'],1
38990.0,['1597321933019914243'],1
38992.0,['7649082'],1
38993.0,['2585048897'],1
38994.0,['774682441'],1
38995.0,['1286911819'],1
38998.0,['1585415145492135936'],1
39001.0,['497596249'],1
39002.0,['594327393'],1
39005.0,['2750199661'],1
39006.0,['1556283212057362433'],1
39007.0,['808563390826233857'],1
39008.0,"['1003870149147967489', '1403080940574986243']",2
39013.0,"['3007887239', '74073950']",2
39014.0,['1441958805667921922'],1
39015.0,['1530610760551763968'],1
39017.0,['1241765277705965568'],1
39018.0,['922483508043321344'],1
39019.0,"['132953997', '594722897']",2
39021.0,['962639761'],1
39022.0,['1572867378119168000'],1
39023.0,['143177624'],1
39024.0,['1465059979581431815'],1
39025.0,['1275448288947212289'],1
39027.0,['71350186'],1
39031.0,"['14202817', '1494062481735847938']",2
39032.0,"['21804994', '946831234738503681']",2
39034.0,['837760212069203968'],1
39036.0,['310949860'],1
39040.0,['54048763'],1
39041.0,['234141692'],1
39053.0,['1071053731062562818'],1
39055.0,['133216286'],1
39056.0,['4871206943'],1
39059.0,['1593206301898993664'],1
39061.0,['1537259558'],1
39062.0,['448051236'],1
39063.0,['1441512509010219009'],1
39065.0,['49330218'],1
39066.0,['3623139383'],1
39068.0,['1047207557759033344'],1
39069.0,['1181882334972272640'],1
39070.0,['162052160'],1
39072.0,['1624553546'],1
39073.0,['1256765515'],1
39075.0,['17620244'],1
39076.0,['267958350'],1
39078.0,['1481314905630601218'],1
39079.0,"['3292313686', '382382209']",2
39080.0,['1056527494788997121'],1
39081.0,['1254775619587465217'],1
39082.0,['28358743'],1
39083.0,['247511153'],1
39086.0,['272152697'],1
39088.0,['151042186'],1
39091.0,['417380510'],1
39094.0,['1611446462'],1
39097.0,['1352040238152081408'],1
39098.0,['1019536176519241728'],1
39100.0,['1200835743234580480'],1
39102.0,['1116338311952523264'],1
39103.0,['236239047'],1
39104.0,['1352186066'],1
39110.0,['1114297935930515458'],1
39113.0,['330610953'],1
39114.0,['1574917453867782144'],1
39115.0,"['1508560640524267521', '1418143187739320324']",2
39117.0,['1046050513538625537'],1
39118.0,['1580538175566491649'],1
39119.0,"['3083385098', '100024370']",2
39120.0,['1358739732'],1
39121.0,['141080858'],1
39123.0,['1507403101472403458'],1
39124.0,['52738393'],1
39125.0,['2549397865'],1
39127.0,['1531645405209014272'],1
39130.0,['1166057551139680256'],1
39131.0,['1285574651373137920'],1
39132.0,['1262415312076648448'],1
39133.0,['1021408063226621952'],1
39134.0,['866316931875450880'],1
39136.0,['1708964228'],1
39137.0,"['1728625034', '1041873198306869248']",2
39138.0,['1141690749165219841'],1
39139.0,['1498557791056932865'],1
39141.0,['1246902375266365441'],1
39145.0,['436517268'],1
39147.0,['1497374583133024258'],1
39152.0,['731080410646609920'],1
39155.0,['2412034494'],1
39158.0,['429963714'],1
39159.0,['37796310'],1
39160.0,['1260288673783984132'],1
39162.0,['106740186'],1
39164.0,['1565555473100656640'],1
39165.0,['79362563'],1
39166.0,"['1447233497731674117', '1266484615']",2
39167.0,['1445427440361385989'],1
39168.0,['1257028081'],1
39169.0,['1138515726803906565'],1
39170.0,['1406115573814087681'],1
39171.0,['221559286'],1
39175.0,['1139215889528528896'],1
39176.0,"['1414987653666131970', '797720168713441280']",2
39177.0,['268483097'],1
39178.0,"['1298388884674555911', '34658407', '3007379641']",3
39180.0,['1508352549337935880'],1
39182.0,['1323088465'],1
39188.0,['1194919587449622528'],1
39189.0,['1334281843919769600'],1
39190.0,['2610215515'],1
39193.0,['2196027995'],1
39194.0,"['1357407573486555136', '1468217568800477192']",2
39195.0,['2479143535'],1
39196.0,['17087088'],1
39198.0,['880201155577597953'],1
39199.0,['1192922393297244161'],1
39200.0,"['206355062', '132737162', '1497495957751095298']",3
39205.0,['997182906014584834'],1
39207.0,['1551076455014080512'],1
39211.0,['747676301679534080'],1
39213.0,['1572988655530024960'],1
39214.0,['1586863665491353600'],1
39215.0,['822936758862094336'],1
39217.0,['1371643006588174336'],1
39221.0,['1519899929506119680'],1
39222.0,['1588241610722123777'],1
39224.0,['20495030'],1
39226.0,"['1468049368469372929', '1498612939640786946']",2
39227.0,['1535263768946548738'],1
39228.0,['1572347067141332994'],1
39230.0,['910840755391885312'],1
39231.0,['1220753830213644288'],1
39232.0,['634436293'],1
39236.0,"['1636874965', '1246483780774264832']",2
39237.0,['1456354853475823622'],1
39240.0,['1178530955377569793'],1
39243.0,['375700204'],1
39245.0,['1572686566052470788'],1
39246.0,['330349306'],1
39247.0,['589347588'],1
39248.0,"['384350981', '49202953']",2
39249.0,['942248088567271424'],1
39250.0,['168344368'],1
39251.0,['1445509950'],1
39254.0,['830061548949401600'],1
39259.0,['398768974'],1
39260.0,['4801739606'],1
39268.0,['48282526'],1
39269.0,['236501919'],1
39271.0,['4839750581'],1
39272.0,['1027652534'],1
39273.0,['1474083768'],1
39274.0,['2608643011'],1
39279.0,['1546445026900819968'],1
39280.0,['1573790732292440064'],1
39281.0,['1573573329100980224'],1
39282.0,['4880382976'],1
39284.0,['1547308779720654849'],1
39288.0,['1533612565032587264'],1
39290.0,['2885729302'],1
39296.0,"['1276792455141167104', '1219232377605644289']",2
39297.0,['1180832985848909824'],1
39298.0,['1144774139896565760'],1
39299.0,['977924655104299008'],1
39301.0,['1222338046022029312'],1
39302.0,"['1320640986909937664', '446522112']",2
39305.0,['2774580282'],1
39307.0,"['1481036044653019139', '1368127733969137665']",2
39310.0,['928588071569887233'],1
39311.0,['1275676079592738817'],1
39312.0,['1283144538899517441'],1
39313.0,['1563688924115091459'],1
39317.0,['1038138457'],1
39318.0,['1540865380125753348'],1
39319.0,['1223066889087258626'],1
39321.0,['907099610237198336'],1
39322.0,['619494494'],1
39323.0,['786596132377944064'],1
39324.0,['779124410775068672'],1
39325.0,"['2463153246', '1278825806622601217']",2
39326.0,"['100449380', '1436018874680496130']",2
39327.0,"['34389093', '1428105238183956483']",2
39329.0,['1586739940553007105'],1
39332.0,"['47496315', '3840981']",2
39333.0,['1554197367762698240'],1
39338.0,['104643726'],1
39339.0,['827169565415059456'],1
39343.0,['1406713003'],1
39344.0,['386448563'],1
39346.0,['741391550'],1
39347.0,['1465663014523355144'],1
39348.0,['1250917901139349510'],1
39349.0,['2597108929'],1
39350.0,"['3185622217', '895226615130705920']",2
39355.0,['1167009318836854784'],1
39356.0,['1307787247262064640'],1
39357.0,['865892491387691008'],1
39358.0,['923057383'],1
39360.0,['1300142130313256961'],1
39362.0,['2209922298'],1
39363.0,"['19709183', '1422310796']",2
39364.0,"['65584383', '1539033239913906177']",2
39365.0,['1239878266288300034'],1
39366.0,['1261362987367096322'],1
39367.0,['4819303697'],1
39368.0,"['1354330265812873216', '840293525757558785']",2
39369.0,['3089415444'],1
39371.0,['244366621'],1
39373.0,['1572534580338659328'],1
39375.0,['1591335312734982144'],1
39377.0,['1219018051'],1
39379.0,['3111959875'],1
39381.0,"['1236275209616818176', '718702333']",2
39382.0,['354729298'],1
39383.0,['560250196'],1
39385.0,"['806403414', '173155110']",2
39386.0,['242007386'],1
39391.0,['1458617708'],1
39393.0,['336117114'],1
39394.0,['196656512'],1
39396.0,['712555932'],1
39398.0,"['357612970', '1135828771578175489']",2
39399.0,['2412035508'],1
39400.0,['71876024'],1
39402.0,['220511682'],1
39404.0,['798664068613734400'],1
39406.0,['736163627481366528'],1
39408.0,['2989014476'],1
39409.0,['434945484'],1
39411.0,['63487448'],1
39412.0,"['1366695337444966401', '1174323025086492672']",2
39413.0,"['838647265', '627909509']",2
39414.0,['1897446888'],1
39416.0,['3499408878'],1
39418.0,['467713527'],1
39419.0,['305184251'],1
39421.0,"['463257097', '99492929']",2
39424.0,['1531510932274556928'],1
39425.0,['405061140'],1
39427.0,['1545064181002809344'],1
39429.0,['1592386101271896064'],1
39431.0,"['743317993396936704', '1080381309787074565']",2
39432.0,"['810288430600986624', '365523475']",2
39434.0,['1585761999786385408'],1
39435.0,['929873461'],1
39441.0,['2549136973'],1
39444.0,['374652496'],1
39445.0,"['13418072', '6611482']",2
39446.0,['3374890588'],1
39447.0,['195870315'],1
39448.0,['30719601'],1
39450.0,['1049070076643758080'],1
39451.0,['1582368147352571904'],1
39452.0,['1217029969932701696'],1
39457.0,['1017047812754886656'],1
39458.0,"['1215376718371999744', '3365826074']",2
39460.0,['1263453758660530176'],1
39461.0,['1574820640783323137'],1
39462.0,"['1544762862723387393', '1325501351229579265']",2
39464.0,['1546530235860111361'],1
39465.0,['1592466053283696641'],1
39466.0,['1573237730854817793'],1
39469.0,['1524639588295364609'],1
39471.0,['1593186672560295938'],1
39476.0,['1185982955535114240'],1
39480.0,['1249130009236852739'],1
39482.0,['1074433453427433473'],1
39485.0,['258522827'],1
39486.0,['304398038'],1
39496.0,['1215209146733285382'],1
39497.0,['413708775'],1
39498.0,['1428026147401461762'],1
39501.0,['160481053'],1
39502.0,"['72662823', '799334372625285120']",2
39503.0,"['14728999', '2360255202']",2
39505.0,['1099480873'],1
39510.0,"['1139189822613065728', '2497002895']",2
39512.0,['2175844173'],1
39513.0,['899727182'],1
39517.0,['920279383918735360'],1
39518.0,['970323670957780992'],1
39519.0,['856156949729210368'],1
39523.0,['19709816'],1
39526.0,['978710274013360129'],1
39527.0,['855449848056868865'],1
39528.0,['927426246543372289'],1
39529.0,['1055876556898398209'],1
39531.0,['1540407170'],1
39534.0,['1021483041565405186'],1
39535.0,['1597679074222161920'],1
39537.0,"['801692690496765952', '1589883637201264640']",2
39539.0,['1553162782413045760'],1
39540.0,['1597637595575500800'],1
39541.0,['1592847078979420160'],1
39544.0,['908378017'],1
39549.0,"['1451922207911854081', '1447168409628667907', '169523585', '30325257']",4
39550.0,['1587759836783067137'],1
39553.0,['1597485699493675009'],1
39554.0,['951631796'],1
39555.0,['1394388760897404929'],1
39557.0,['3170942916'],1
39561.0,['1437285091831517184'],1
39564.0,['1340915671'],1
39566.0,['1455633321111732227'],1
39568.0,['1474371737148002305'],1
39569.0,['1468066353105932289'],1
39570.0,['1574480586030333955'],1
